0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.4 0.0 1.4 0.0 0.0 0.0 1.0 
0.7 2.0 2.6 1.8 1.9 1.9 2.7 
0.0 3.1 3.6 2.4 0.4 0.4 4.8 
0.0 4.1 4.3 2.8 0.0 0.0 4.9 
0.0 4.3 5.1 2.1 0.0 0.0 4.2 
0.0 7.4 3.9 2.4 0.0 0.0 1.6 
0.0 7.7 1.0 1.5 0.0 0.0 1.2 
0.0 6.0 0.0 0.9 0.0 0.0 2.8 
0.0 3.7 0.0 1.9 0.0 0.0 5.0 
0.0 3.5 0.0 1.6 0.0 0.0 4.4 
0.0 2.5 0.0 4.1 0.0 0.0 2.8 
0.0 0.0 0.0 2.2 0.0 0.0 2.4 
0.0 0.0 0.0 0.0 0.0 0.0 1.1 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 
