       0    .000
     -50    .041
    -100    .060
    -200    .079
    -300    .092
    -400    .102
    -500    .112
    -600    .122
    -700    .128
    -800    .133
   -1000    .141
   -1250    .151
   -1500    .160
   -1750    .171
   -2000    .184
   -2500    .214
   -3000    .269
   -3500    .354
   -4000    .483
   -4500    .639
   -5000   1.000
